"""Modelo""";Sistema Operacional;Disponibilidade;Dimensões;Peso; MELHOR PREÇO ;Faixa de Preço; pre�o min ; pre�o max ;Custo-benefício;Hardware;#NOME?;- Câmera;#NOME?;Gsm;Dual Sim;Sim Card;Chipset;Processador;64 Bit;GPU;RAM;Memória Max;Memória Expansível;Polegadas;Resolução;Densidade de pixels;Tipo;Touchscreen;Multitouch;Cores;Megapixel;Resolução;Estabilização;Autofoco;Foco por toque;Flash;HDR;Localização;Câmera Frontal;Resolução da gravação;FPS da gravação;Stereo Sound Rec;Wi-Fi;Bluetooth;USB;NFC;GPS;GPRS;EDGE;UMTS;HSDPA;HSUPA;HSPA+;LTE;Velocidade máxima de download;Velocidade máxima de upload;Acelerômetro;Proximidade;Player de música;Player de vídeo;Radio FM;Tv;Saída de TV;Browser;Flash Player;Vibração;Viva Voz;Toques;Toques personalizados;Outros;Tipo;Aperture Size;Detecção facial;Detecção de sorriso;Auto focagem de vídeo;Estabilização de vídeo;Vídeo Câmera Frontal;IRDA;Mic. de Redução de Ruído;Ampere;SAR US;Giroscópio;Bússola;Impressão digital;Resistência a água;Proteção;Slow Motion;Foto em Vídeo;Opções da Câmera Frontal;Zoom Ótico;Vídeo HDR;Autonomia conversação;Autonomia em standby;Tamanho do Sensor;Barômetro;Dual Rec;SAR EU;Dual Shot;Gesto;Preço Extra;Segundo Display;Teclado Qwerty;MMS;Email;Câmera;Preço Magazine Luiza;Preço Kabum;Preço Carrefour;Code;Altímetro;Preço Casas Bahia;Preço Submarino;Preço FastShop;Preço Americanas;Preço Walmart;Preço Colombo;Preço Pontofrio;Personalizzazione;Display Curvo;Preço Apple;Antena;Blink Detection;ROM;Temperatura;Umidade;Foto 3D;Java;Vídeo 3D;3D;HSCSD;UMA;Satelital
LG KC550;;2008/4;97 x 51.4 x 14.3 mm;89 gramas; R$-   ;; R$-   ; R$-   ;;2.1 / 10;1.5 / 10;3.5 / 10;0 / 10;ok Tri Band (900/1800/1900);;Mini (classic);;1 Core;;;;35 MB;ok Micro SD;2.4;2560 x 1920 pixel;167 ppi;Slide;;;260 mil;5 Mp;;ok Digital;ok;;ok LED;;;;ok;;;;ok 2.0;ok;;;ok;ok;;;;;;-;-;ok;X;ok;X;ok;X;;ok Wap;;ok;ok;ok Polifônicos;ok;Sim Application Toolkit;Litio;;;;;;;;;;;X;X;;;;;;;;;360 minutos;450 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Sonim xp1;;2008/3;113 x 50 x 22 mm;128 gramas; R$-   ;; R$-   ; R$-   ;;1.1 / 10;0 / 10;0.5 / 10;0 / 10;ok Tri Band (900/1800/1900);;Mini (classic);;;;;;8 MB;ok Micro SD;;128 x 160 pixel;;TFT LCD;;;65 mil;;;;;;;;;;X;;;;ok;ok;;;ok;;;;;;;-;-;;;X;X;;X;;ok Wap;;ok;ok;ok Polifônicos;ok;Sync MLPush to talk;Litio;;;;;;;;;1100 Mah;;;;;;;;;;;;300 minutos;200 horas;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
RIM BlackBerry 9000 Bold;BlackBerry OS 4.6;2008/3;114 x 66 x 14 mm;133 gramas; R$-   ;; R$-   ; R$-   ;;2.3 / 10;2.2 / 10;2.4 / 10;0.6 / 10;ok Quad Band (850/900/1800/1900);;Mini (classic);Marvell Tavor PXA930;624 MHz;;;128 MB;1.02 GB;ok Micro SD;2.6;1600 x 1200 pixel;222 ppi;TFT LCD;;;65 mil;2 Mp;;;;;ok LED;;;;ok;;;ok 802.11b/g;ok 2.0;ok;;ok;ok;X;ok;ok;;;;3.6 Mbps;-;X;X;ok;X;;X;;ok Wap/xHtml/Html;;ok;ok;ok Polifônicos;;Sync ML;Litio;;;;;;;;;1500 Mah;;X;X;;;;;;;;;300 minutos;780 horas;;;;;;;;;ok;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Alcatel One Touch S211;;2008/3;98 x 42.5 x 12.3 mm;70 gramas; R$-   ;; R$-   ; R$-   ;;1.2 / 10;0.7 / 10;0.5 / 10;0 / 10;ok Dual Band (900/1800);;Mini (classic);;1 Core;;;;;X;1.5;128 x 128 pixel;121 ppi;TFT LCD;;;65 mil;;;;;;;;;;;;;;;ok;;;;;;;;;;-;-;X;X;X;X;ok;X;;X;;;ok;ok Polifônicos;;;Litio;;;;;;;;;670 Mah;;X;X;;;;;;;;;300 minutos;250 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alcatel One Touch S320;;2008/2;90.5 x 44.5 x 18.2 mm;90 gramas; R$-   ;; R$-   ; R$-   ;;1.3 / 10;0.8 / 10;0.5 / 10;0 / 10;ok Dual Band (900/1800);;Mini (classic);;1 Core;;;;2 MB;X;1.8;128 x 160 pixel;114 ppi;Clamshell;X;;65 mil;;;;;;X;;;;X;;;X;ok 2.0;ok;;;ok;X;X;X;;;;-;-;X;X;X;X;ok;X;;ok Wap;;ok;ok;ok Polifônicos;ok;Sim Application Toolkit;Litio;;;;;;;;;750 Mah;;X;X;;;;;;;;;420 minutos;400 horas;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
HTC Touch Diamond;Windows Mobile 6.1 Pocket PC Professional;2008/4;102 x 51 x 11.5 mm;110 gramas; R$-   ;; R$-   ; R$-   ;;3.3 / 10;2.7 / 10;4.4 / 10;1.9 / 10;ok Tri Band (900/1800/1900);;Mini (classic);Qualcomm MSM 7201A;528 MHz;;Adreno 130;192 MB;4.1 GB;X;2.8;2048 x 1536 pixel;286 ppi;TFT LCD;ok Resistiva;;65 mil;3.15 Mp;;;ok;;;;;ok 0.3 Mp;ok 640 x 480 pixel;;;ok 802.11b/g;ok 2.0;ok;;ok;ok;ok;ok;ok;ok;;;-;-;ok;ok;ok;X;ok;X;;ok Wap/xHtml/Html;;ok;ok;ok Polifônicos;ok;Sim Application ToolkitSync ML;Litio;;;;;;;;;900 Mah;;X;X;;;;;;;;;330 minutos;285 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;256 MB;;;;ok;;;;;
Nokia 3600 Slide;;2008/3;98 x 47 x 14.5 mm;97 gramas; R$-   ;; R$-   ; R$-   ;;2.3 / 10;1.3 / 10;4.8 / 10;0 / 10;ok Quad Band (850/900/1800/1900);;Mini (classic);;1 Core;;;;30 MB;ok Micro SD;2;2048 x 1536 pixel;200 ppi;Slide;;;16 milhões;3.15 Mp;;;ok;;ok LED;;;;ok 640 x 480 pixel;30 fps;;;ok 2.0;ok;;;ok;ok;;;;;;-;-;X;X;ok;ok MP4/H.263;ok;X;;ok Wap/xHtml/Html;ok Flash Lite;ok;ok;ok Polifônicos;ok;Sim Application ToolkitSync ML;Litio;;;;;;;;;860 Mah;;X;X;;;;;;;;;350 minutos;280 horas;;;;;;;;;;;;;;;;BL-4S;;;;;;;;;;;;;;;;;;ok;;;ok;;
Nokia 6600 Slide;;2008/3;90 x 45 x 14 mm;110 gramas; R$-   ;; R$-   ; R$-   ;;2.4 / 10;1.6 / 10;4.8 / 10;0 / 10;ok Quad Band (850/900/1800/1900);;Mini (classic);;1 Core;;;;20 MB;ok Micro SD;2.2;2048 x 1536 pixel;182 ppi;Slide;;;16 milhões;3.15 Mp;;;ok;;ok LED;;;ok;ok 640 x 480 pixel;30 fps;;;ok 2.0;ok;;;ok;ok;ok;;;;;-;-;ok;X;ok;X;ok;X;;ok Wap/xHtml/Html;ok Flash Lite;ok;ok;ok Polifônicos;ok;Sim Application ToolkitSync MLPush to talk;Litio;;;;;;;;;1000 Mah;;X;X;;;;;;;;;180 minutos;240 horas;;;;;;;;;;;;;;;;BL-4U;;;;;;;;;;;;;;;;;;ok;;;;;
Nokia 6600 Fold;;2008/3;87 x 44 x 15.9 mm;110 gramas; R$-   ;; R$-   ; R$-   ;;2.2 / 10;1.6 / 10;3.6 / 10;0 / 10;ok Quad Band (850/900/1800/1900);;Mini (classic);;1 Core;;;;15 MB;ok Micro SD;2.13;1600 x 1200 pixel;188 ppi;Clamshell;;;16 milhões;2 Mp;;;;;ok LED;;;ok 0.3 Mp;ok 640 x 480 pixel;30 fps;;;ok 2.0;ok;;;ok;ok;ok;;;;;-;-;X;X;ok;X;;X;;ok Wap/xHtml/Html;ok Flash Lite;ok;ok;ok Polifônicos;ok;Sim Application ToolkitSync ML;Litio;;;;;;;;;860 Mah;;X;X;;;;;;;;;240 minutos;300 horas;;;;;;;;ok 1,36 polegadas OLED 128 pixel 160 pixel;;;;;;;;BL-4CT;;;;;;;;;;;;;;;;;;ok;;;;;
LG KP233;;2008/3;91 x 48 x 18.6 mm;80 gramas; R$-   ;; R$-   ; R$-   ;;1.2 / 10;0.8 / 10;0.5 / 10;0 / 10;ok Dual Band (900/1800);;Mini (classic);;;;;;5 MB;X;2;640 x 480 pixel;102 ppi;Clamshell;X;;260 mil;0.3 Mp;;;;;X;;;X;ok;;;X;ok;ok;;;ok;X;X;X;;;;-;-;;;ok;X;;X;;ok Wap/xHtml;;ok;ok;ok Polifônicos;ok;Sim Application Toolkit;Litio;;;;;;;;;;;;;;;;;;;;;240 minutos;100 horas;;;;;;;;ok CSTN 96 pixel 64 pixel 65536 cores;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
LG KF750 Secret;;2008/3;102.8 x 50.8 x 11.8 mm;116 gramas; R$-   ;; R$-   ; R$-   ;;2.5 / 10;1.5 / 10;4.8 / 10;0 / 10;ok Tri Band (900/1800/1900);;Mini (classic);;1 Core;;;;100 MB (100 MB Livres);ok Micro SD;2.4;2592 x 1944 pixel;167 ppi;Slide;ok Capacitiva;;260 mil;5 Mp;;;ok;;ok LED;;;ok;ok 640 x 480 pixel;120 fps;;;ok 2.0;ok;;;ok;ok;ok;ok;;;;-;-;ok;X;ok;X;ok;X;;ok Wap/xHtml/Html;;ok;ok;ok Polifônicos;;Sim Application Toolkit;Litio;;ok;;;;;;;800 Mah;;X;X;;;;;;;;;229 minutos;269 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Sony Ericsson Z780;;2008/3;95 x 48 x 17 mm;96 gramas; R$-   ;; R$-   ; R$-   ;;1.9 / 10;1.6 / 10;2.1 / 10;0 / 10;ok Quad Band (850/900/1800/1900);;Mini (classic);;1 Core;;;;32 MB;ok Memory Stick Micro;2.2;1600 x 1200 pixel;182 ppi;Clamshell;;;260 mil;2 Mp;;;;;;;;X;ok;;;X;ok;ok;;ok A-GPS;ok;X;ok;ok;ok;;;3.6 Mbps;-;X;X;ok;X;ok;X;;ok Wap/xHtml/Html;ok Flash Lite;ok;ok;ok Polifônicos;ok;Sync ML;Litio;;;;;;;;;;;X;X;;;;;;;;;240 minutos;340 horas;;;;;;;;ok 128 pixel 36 pixel;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Sony Ericsson G502;;2008/3;109 x 46 x 13.5 mm;83.5 gramas; R$-   ;; R$-   ; R$-   ;;1.9 / 10;1.3 / 10;2.4 / 10;0 / 10;ok Tri Band (900/1800/1900);;Mini (classic);;1 Core;;;;32 MB;ok Memory Stick Micro;2;1600 x 1200 pixel;200 ppi;TFT LCD;X;;260 mil;2 Mp;;;;;ok;;;ok;ok;;;X;ok 2.0;ok;;ok A-GPS;ok;X;ok;ok;;;;3.6 Mbps;-;X;X;ok;X;ok;X;;ok Wap/xHtml/Html;ok Flash Lite;ok;ok;ok Polifônicos;ok;Sim Application ToolkitSync MLPush to talk;Litio;;;;;;;;;;;X;X;;;;;;;;;240 minutos;340 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Nokia 5220 Xpress Music;;2008/3;108 x 43.5 x 10.5 mm;78 gramas; R$-   ;; R$-   ; R$-   ;;2.1 / 10;1.3 / 10;3.3 / 10;0 / 10;ok Tri Band (900/1800/1900);;Mini (classic);;1 Core;;;;30 MB;ok Micro SD;2;1600 x 1200 pixel;200 ppi;TFT LCD;;;260 mil;2 Mp;;;;;X;;;;ok 176 x 144 pixel;;;;ok 2.0;ok;;;ok;ok;ok;;;;;-;-;X;X;ok;X;ok;X;;ok Wap/xHtml/Html;ok Flash Lite;ok;ok;ok Polifônicos;ok;Sim Application ToolkitSync ML;Litio;;;;;;;;;1020 Mah;;X;X;;;;;;;;;250 minutos;350 horas;;;;;;;;;;;;;;;;BL-5CT;;;;;;;;;;;;;;;;;;ok;;;;;
Nokia 5320 Xpress Music;Symbian 9.3 60 3.2 Edition;2008/3;108 x 46 x 15 mm;90 gramas; R$-   ;; R$-   ; R$-   ;;2.3 / 10;1.3 / 10;3.6 / 10;0.3 / 10;ok Tri Band (900/1800/1900);;Mini (classic);ARM 11;369 MHz;;;;135 MB;ok Micro SD;2;1600 x 1200 pixel;200 ppi;TFT LCD;;;16 milhões;2 Mp;;;;;ok LED;;;ok;ok 320 x 240 pixel;;;;ok 2.0;ok;;;ok;ok;ok;ok;;;;3.6 Mbps;-;X;X;ok;X;ok;X;;ok Wap/xHtml/Html;ok Flash Lite;ok;ok;ok Polifônicos;ok;Sim Application ToolkitSync ML;Litio;;;;;;;;;890 Mah;;X;X;;;;;;;;;250 minutos;350 horas;;;;;;;;;;;;;;;;BL-5B;;;;;;;;;;;;;;;;;;ok;;;;;
Nokia 6212 Classic;;2008/3;114.7 x 47.1 x 14.5 mm;88 gramas; R$-   ;; R$-   ; R$-   ;;2.1 / 10;1.3 / 10;3.6 / 10;0 / 10;ok Quad Band (850/900/1800/1900);;Mini (classic);;1 Core;;;;22 MB;ok Micro SD;2;1600 x 1200 pixel;200 ppi;TFT LCD;X;;16 milhões;2 Mp;;;;;ok LED;;;ok 0.1 Mp;ok 640 x 480 pixel;;;X;ok 2.0;ok;ok;;ok;ok;ok;X;;;;-;-;X;X;ok;X;ok;X;;ok Wap/xHtml;ok Flash Lite;ok;ok;ok Polifônicos;ok;Sim Application ToolkitSync MLPush to talk;Litio;;;;;;;;;1000 Mah;;X;X;;;;;;;;;200 minutos;300 horas;;;;;;;;;;;;;;;;BL-4U;;;;;;;;;;;;;;;;;;ok;;;ok;;
Eten Glofiish M750;Windows Mobile 6.0 Pocket PC Professional;2008/3;109.5 x 59 x 17.5 mm;179 gramas; R$-   ;; R$-   ; R$-   ;;2.4 / 10;1.8 / 10;2.4 / 10;1.2 / 10;ok Quad Band (850/900/1800/1900);;Mini (classic);SAMSUNG MSM 7200 S3C2442;500 MHz;;;;64 MB;ok Micro SD;2.8;1600 x 1200 pixel;143 ppi;Slide;ok Resistiva;;65 mil;2 Mp;;;;;ok;;;X;ok;;;ok 802.11b/g;ok 2.0;ok;;ok;ok;ok;ok;X;;;;-;-;;;ok;X;ok;X;;ok Wap/xHtml/Html;;ok;ok;ok Polifônicos;ok;Sim Application ToolkitSync ML;LiPo;;;;;;;;;1530 Mah;;;;;;;;;;;;240 minutos;150 horas;;;;;;;;;ok;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Samsung SGH-J610;;2008/2;98.5 x 48.2 x 15.9 mm;81 gramas; R$-   ;; R$-   ; R$-   ;;1.7 / 10;01/out;2.1 / 10;0 / 10;ok Tri Band (900/1800/1900);;Mini (classic);;1 Core;;;;15 MB;ok Micro SD;1.9;1600 x 1200 pixel;148 ppi;Slide;X;;65 mil;2 Mp;;;;;X;;;;ok;;;X;ok;ok;;;ok;X;X;X;;;;-;-;X;X;ok;X;ok;X;;ok Wap;;ok;ok;ok Polifônicos;ok;Sim Application ToolkitSync ML;Litio;;;;;;;;;800 Mah;;X;X;;;;;;;;;200 minutos;200 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Samsung SGH-E950;;2008/2;98 x 46 x 16.5 mm;89 gramas; R$-   ;; R$-   ; R$-   ;;02/out;1.3 / 10;3.4 / 10;0 / 10;ok Tri Band (900/1800/1900);;Mini (classic);;1 Core;;;;60 MB;ok Micro SD;2;2048 x 1536 pixel;200 ppi;Slide;X;;260 mil;3.15 Mp;;;X;;ok LED;;;;ok;;;X;ok;ok;;;ok;ok;X;X;;;;-;-;X;X;ok;X;ok;X;;ok Wap/xHtml;;ok;ok;ok Polifônicos;ok;Sim Application Toolkit;Litio;;;;;;;;;800 Mah;;X;X;;;;;;;;;300 minutos;300 horas;;;;;;;;ok 1,2 polegadas OLED 65536 cores;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Alcatel One Touch S210;;2008/3;98 x 42.5 x 12.3 mm;70 gramas; R$-   ;; R$-   ; R$-   ;;1.2 / 10;0.7 / 10;0.5 / 10;0 / 10;ok Dual Band (900/1800);;Mini (classic);;1 Core;;;;;X;1.5;128 x 128 pixel;121 ppi;TFT LCD;;;65 mil;;;;;;;;;;;;;;;ok;;;;;;;;;;-;-;X;X;X;X;;X;;X;;;ok;X;;;Litio;;;;;;;;;670 Mah;;X;X;;;;;;;;;300 minutos;250 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Samsung SGH-D780;;2008/3;115.6 x 49.6 x 15.7 mm;; R$-   ;; R$-   ; R$-   ;;1.8 / 10;1.6 / 10;2.1 / 10;0 / 10;ok Tri Band (900/1800/1900);ok;Mini (classic);;1 Core;;;;60 MB;ok Micro SD;2.1;1600 x 1200 pixel;190 ppi;TFT LCD;X;;260 mil;2 Mp;;;;;;;;X;ok;;;X;ok 2.0;ok;;;ok;ok;X;X;X;;;-;-;X;X;ok;X;ok;X;;ok Wap/xHtml;;ok;ok;ok Polifônicos;ok;Sim Application Toolkit;Litio;;;;;;;;;1200 Mah;;X;X;;;;;;;;;180 minutos;250 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Nokia 2680 Slide;;2008/2;99 x 47 x 15.5 mm;94.5 gramas; R$-   ;; R$-   ; R$-   ;;1.3 / 10;0.8 / 10;0.5 / 10;0 / 10;ok Dual Band (900/1800);;Mini (classic);;1 Core;;;4 MB;4 MB;X;1.8;640 x 480 pixel;114 ppi;Slide;;;65 mil;0.3 Mp;;;;;;;;;ok;;;;ok;ok;;;ok;ok;;;;;;-;-;X;X;ok;X;ok;X;;ok Wap/xHtml;;ok;ok;ok Polifônicos;ok;Sim Application Toolkit;Litio;;;;;;;;;860 Mah;;X;X;;;;;;;;;220 minutos;420 horas;;;;;;;;;;;;;;;;BL-4S;;;;;;;;;;;;;;32 MB;;;;ok;;;;;
Nokia 5000;;2008/3;106 x 46 x 11 mm;74 gramas; R$-   ;; R$-   ; R$-   ;;1.7 / 10;1.3 / 10;2.1 / 10;0 / 10;ok Dual Band (900/1800);;Mini (classic);;1 Core;;;;12 MB;X;2;1280 x 1024 pixel;200 ppi;TFT LCD;;;65 mil;1.3 Mp;;;;;;;;;ok;;;;ok 2.0;ok;;;ok;ok;;;;;;-;-;X;X;ok;X;ok;X;;ok Wap/xHtml;;ok;ok;ok Polifônicos;ok;Sim Application ToolkitSync ML;Litio;;;;;;;;;700 Mah;;X;X;;;;;;;;;285 minutos;336 horas;;;;;;;;;;;;;;;;BL-4B;;;;;;;;;;;;;;;;;;ok;;;;;
Nokia 7070 Prism;;2008/3;87.5 x 44 x 15.8 mm;78 gramas; R$-   ;; R$-   ; R$-   ;;1.3 / 10;0.8 / 10;0.5 / 10;0 / 10;ok Dual Band (900/1800);;Mini (classic);;1 Core;;;;11 MB;X;1.8;128 x 160 pixel;114 ppi;Clamshell;;;65 mil;;;;;;;;;;X;;;;X;ok;;;ok;ok;;;;;;-;-;X;X;ok;X;;X;;ok Wap/xHtml;;ok;ok;ok Polifônicos;ok;Sim Application ToolkitSync ML;Litio;;;;;;;;;700 Mah;;X;X;;;;;;;;;300 minutos;480 horas;;;;;;;;;;;;X;;;;BL-4B;;;;;;;;;;;;;;;;;;ok;;;;;
Nokia 1680 Classic;;2007/3;108 x 46 x 15 mm;74 gramas; R$-   ;; R$-   ; R$-   ;;1.3 / 10;0.8 / 10;0.5 / 10;0 / 10;ok Dual Band (900/1800);;Mini (classic);;1 Core;;;;4 MB;X;1.85;640 x 480 pixel;111 ppi;TFT LCD;X;;65 mil;0.3 Mp;;;;;X;;;;ok;;;X;X;ok;;;ok;X;X;X;;;;-;-;X;X;ok;X;;X;;ok Wap;;ok;ok;ok Polifônicos;ok;Sim Application Toolkit;Litio;;;;;;;;;850 Mah;;X;X;;;;;;;;;240 minutos;450 horas;;;;;;;;;;;;;;;;BL-5C;;;;;;;;;Carcaça mutável;;;;;;;;;ok;;;;;
BenQ T60;;2008/3;109 x 46 x 8.9 mm;79 gramas; R$-   ;; R$-   ; R$-   ;;02/out;1.6 / 10;3.2 / 10;0 / 10;ok Dual Band (900/1800);;;;;;;;;X;2.2;2048 x 1536 pixel;182 ppi;TFT LCD;;;260 mil;3.2 Mp;;;ok;;;;;X;ok;;;;ok;ok;;;ok;;;;;;;-;-;;;ok;X;ok;X;;ok Wap;;ok;ok;ok Polifônicos;ok;Sim Application Toolkit;Litio;;;;;;;;;750 Mah;;;;;;;;;;;;130 minutos;180 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
LG KP235;;2007/3;89 x 46 x 17.9 mm;120 gramas; R$-   ;; R$-   ; R$-   ;;1.3 / 10;0.9 / 10;0.5 / 10;0 / 10;ok Dual Band (900/1800);;Mini (classic);;1 Core;;;;5 MB;X;1.7;640 x 480 pixel;121 ppi;Clamshell;X;;65 mil;0.3 Mp;;;;;X;;;X;ok;;;X;ok;ok;;;ok;X;X;X;;;;-;-;X;X;ok;X;;X;;ok Wap/xHtml;;ok;ok;ok Polifônicos;ok;Sim Application Toolkit;Litio;;;;;;;;;830 Mah;;X;X;;;;;;;;;320 minutos;280 horas;;;;;;;;ok CSTN 96 pixel 64 pixel 65536 cores;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Nokia 6300i;;2008/3;106.4 x 43.6 x 11.7 mm;91 gramas; R$-   ;; R$-   ; R$-   ;;1.8 / 10;1.3 / 10;2.1 / 10;0 / 10;ok Quad Band (850/900/1800/1900);;Mini (classic);;1 Core;;;;30 MB;ok Micro SD;2;1600 x 1200 pixel;200 ppi;TFT LCD;X;;16 milhões;2 Mp;;;;;X;;;X;ok;;;ok;ok;ok;;;ok;ok;X;X;;;;-;-;X;X;ok;X;ok;X;;ok Wap/xHtml;ok Flash Lite;ok;ok;ok Polifônicos;ok;Sim Application ToolkitSync MLPush to talk;Litio;;;;;;;;;860 Mah;;X;X;;;;;;;;;1400 minutos;180 horas;;;;;;;;;;;;;;;;BL-4C;;;;;;;;;;;;;;;;;;ok;;;ok;;
Samsung SGH-E251;;2008/3;99.5 x 49.5 x 14.1 mm;81 gramas; R$-   ;; R$-   ; R$-   ;;1.3 / 10;0.8 / 10;0.5 / 10;0 / 10;ok Tri Band (900/1800/1900);;Mini (classic);;1 Core;;;;11 MB;X;2;640 x 480 pixel;102 ppi;Slide;X;;65 mil;0.3 Mp;;;;;X;;;;X;;;X;ok;ok;;;ok;ok;X;X;;;;-;-;X;X;ok;X;ok;X;;ok Wap;;ok;ok;ok Polifônicos;ok;Sim Application ToolkitSync ML;Litio;;;;;;;;;750 Mah;;X;X;;;;;;;;;300 minutos;250 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Motorola W175;;2008/1;114 x 43 x 14 mm;85 gramas; R$-   ;; R$-   ; R$-   ;;1.3 / 10;0.8 / 10;0.5 / 10;0 / 10;ok Dual Band (900/1800);;Mini (classic);;;;;;1 MB;X;1.7;128 x 128 pixel;106 ppi;CSTN;X;;65 mil;;;;;;X;;;;X;;;X;X;ok;;;X;X;X;X;;;;-;-;;;X;X;;X;;X;;ok;;ok Polifônicos;ok;Sim Application Toolkit;Litio;;;;;;;;;850 Mah;;;;;;;;;;;;590 minutos;465 horas;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sagem MY 226X;;2008/3;105 x 47 x 12 mm;65 gramas; R$-   ;; R$-   ; R$-   ;;1.2 / 10;0.8 / 10;0.5 / 10;0 / 10;ok Dual Band (900/1800);;Mini (classic);;1 Core;;;;;X;1.8;128 x 128 pixel;101 ppi;CSTN;X;;65 mil;;;;;;X;;;;X;;;X;X;ok;;;X;X;X;X;;;;-;-;X;X;ok;X;;X;;X;;ok;ok;ok Polifônicos;ok;Sim Application Toolkit;Litio;;;;;;;;;;;X;X;;;;;;;;;180 minutos;240 horas;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
LG KP100;;2008/2;101 x 46 x 12.9 mm;65 gramas; R$-   ;; R$-   ; R$-   ;;1.3 / 10;0.7 / 10;0.5 / 10;0 / 10;ok Dual Band (900/1800);;Mini (classic);;1 Core;;;;10 MB;X;1.5;128 x 128 pixel;121 ppi;CSTN;X;;65 mil;;;;;;X;;;X;X;;;X;X;ok;;;X;X;X;X;;;;-;-;X;X;X;X;;X;;X;;ok;ok;ok Polifônicos;ok;Sim Application Toolkit;Litio;;;;;;;;;900 Mah;;X;X;;;;;;;;;270 minutos;420 horas;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asus P560;Windows Mobile 6.1 Pocket PC Professional;2008/3;116 x 64.2 x 13.4 mm;121 gramas; R$-   ;; R$-   ; R$-   ;;02/out;1.8 / 10;2.2 / 10;0 / 10;ok Quad Band (850/900/1800/1900);;Mini (classic);;;;;;128 MB;ok Micro SD;2.8;2048 x 1536 pixel;143 ppi;TFT LCD;ok Resistiva;;65 mil;3 Mp;;;ok;;;;;ok 0.3 Mp;ok;;;ok 802.11b/g;ok 2.0;ok;;ok;ok;;ok;ok;;;;3.6 Mbps;-;;;ok;X;;X;;ok Wap/xHtml/Html;;ok;ok;ok Polifônicos;ok;Sim Application Toolkit;Litio;;;;;;;;;;;;;;;;;;;;;90 minutos;150 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
BenQ T51;;2007/4;86 x 45 x 20 mm;85 gramas; R$-   ;; R$-   ; R$-   ;;1.7 / 10;1.1 / 10;2.1 / 10;0 / 10;ok Tri Band (900/1800/1900);;Mini (classic);;;;;;5 MB;ok Micro SD;1.8;1600 x 1200 pixel;157 ppi;TFT LCD;X;;260 mil;2 Mp;;;;;X;;;;X;;;X;ok;ok;;;ok;X;X;X;;;;-;-;;;ok;X;ok;X;;ok Wap;;ok;;ok Polifônicos;ok;Sim Application Toolkit;Litio;;;;;;;ok;;750 Mah;;;;;;;;;;;;240 minutos;170 horas;;;;;;;;ok;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Asus ZX1 Lamborghini;Windows Mobile 6.1 Pocket PC Professional;2008/3;115.6 x 59.4 x 13.2 mm;119 gramas; R$-   ;; R$-   ; R$-   ;;2.2 / 10;1.8 / 10;2.5 / 10;0.4 / 10;ok Quad Band (850/900/1800/1900);;Mini (classic);Texas Instruments TI2431;450 MHz;;;;128 MB;ok Micro SD;2.8;2048 x 1536 pixel;143 ppi;TFT LCD;ok Resistiva;;65 mil;3 Mp;;;ok;;ok;;;ok 0.3 Mp;ok;;;ok 802.11b/g;ok 2.0;ok;;ok;ok;ok;ok;ok;;;;3.6 Mbps;-;;;ok;X;;X;;ok Wap/Html;;ok;ok;ok Polifônicos;ok;Sim Application ToolkitSync ML;Litio;;;;;;;ok;;1150 Mah;;;;;;;;;;;;300 minutos;240 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
